Order	Coral_Species	Phylotype
12768	Porites lobata	C15
12769	Porites lobata	C15
12770	Porites lobata	C15
12771	Porites lobata	C15
12772	Porites lobata	C15
12773	Porites lobata	C15
12774	Porites lobata	C15
12775	Porites lobata	C15
12776	Porites lobata	C15
12777	Porites lobata	C15
12778	Porites lobata	C15
12779	Porites lobata	C15
12780	Porites lobata	C15
12781	Porites lobata	C15
12782	Porites lobata	C15
12783	Porites lobata	C15
12784	Porites lobata	C15
12785	Porites lobata	C15
12786	Porites lobata	C15
12787	Porites lobata	C15
12788	Porites lobata	C15
12789	Porites lobata	C15
12790	Porites lobata	C15
12791	Porites lobata	C15
12792	Porites lobata	C15
12793	Porites lobata	C15
12794	Porites lobata	C15
12795	Porites lobata	C15
12796	Porites lobata	C15
12797	Porites lobata	C15
12798	Porites lobata	C15
12799	Porites lobata	C15
12800	Porites lobata	C15
12801	Porites lobata	C15
12802	Porites lobata	C15
12803	Porites lobata	C15
12804	Porites lobata	C15
12805	Porites lobata	C15
12806	Porites lobata	C15
12807	Porites lobata	C15
12808	Porites lobata	C15
12809	Porites lobata	C15
12810	Porites lobata	C15
12811	Porites lobata	C15
12812	Porites lobata	C15
12813	Porites lobata	C15
12814	Porites lobata	C15
12815	Porites lobata	C15
12816	Porites lobata	C15
12817	Porites lobata	C15
12818	Porites lobata	C15
12819	Porites lobata	C15
12820	Porites lobata	C15
12821	Porites lobata	C15
12822	Porites lobata	C15
12823	Porites lobata	C15
12824	Porites lobata	C15
12825	Porites lobata	C15
12826	Porites lobata	C15
12827	Porites lobata	C15
12828	Porites lobata	C15
12829	Porites lobata	C15
12830	Porites lobata	C15
12831	Porites lobata	C15
12832	Porites lobata	C15
12833	Porites lobata	C15
12834	Porites lobata	C15
12835	Porites lobata	C15
12836	Porites lobata	C15
12837	Porites lobata	C15
12838	Porites lobata	C15
12839	Porites lobata	C15
12840	Porites lobata	C15
12841	Porites lobata	C15
12842	Porites lobata	C15
12843	Porites lobata	C15
12844	Porites lobata	C15
12845	Porites lobata	C15
12846	Porites lobata	C15
12847	Porites lobata	C15
12848	Porites lobata	C15
12849	Porites lobata	C15
12850	Porites lobata	C15
12851	Porites lobata	C15
12852	Porites lobata	C15
12853	Porites lobata	C15
12854	Porites lobata	C15
12855	Porites lobata	C15
12856	Porites lobata	C15
12857	Porites lobata	C15
12858	Porites lobata	C15
12859	Porites lobata	C15
12860	Porites lobata	C15
12861	Porites lobata	C15
12862	Porites lobata	C15
12863	Porites lobata	C15
12864	Porites lobata	C15
12865	Porites lobata	C15
12866	Porites lobata	C15
12867	Porites lobata	C15
12868	Porites lobata	C15
12869	Porites lobata	C15
12870	Porites lobata	C15
12871	Porites lobata	C15
12872	Porites lobata	C15
12873	Porites lobata	C15
12874	Porites lobata	C15
12875	Porites lobata	C15
12876	Porites lobata	C15
12877	Porites lobata	C15
12878	Porites lobata	C15
12879	Porites lobata	C15
12880	Porites lobata	C15
12881	Porites lobata	C15
12882	Porites lobata	C15
12883	Porites lobata	C15
12884	Porites lobata	C15
12885	Porites lobata	C15
12886	Porites lobata	C15
12887	Porites lobata	C15
12888	Porites lobata	C15
12889	Porites lobata	C15
12890	Porites lobata	C15
12891	Porites lobata	C15
12892	Porites lobata	C15
12893	Porites lobata	C15
12894	Porites lobata	C15
12895	Porites lobata	C15
12896	Porites lobata	C15
12897	Porites lobata	C15
12898	Porites lobata	C15
12899	Porites lobata	C15
12900	Porites lobata	C15
12901	Porites lobata	C15
12902	Porites lobata	C15
12903	Porites lobata	C15
12904	Porites lobata	C15
12905	Porites lobata	C15
12906	Porites lobata	C15
12907	Porites lobata	C15
12908	Porites lobata	C15
12909	Porites lobata	C15
12910	Porites lobata	C15
12911	Porites lobata	C15
12912	Porites lobata	C15
12913	Porites lobata	C15
12914	Porites lobata	C15
12915	Porites lobata	C15
12916	Porites lobata	C15
12917	Porites lobata	C15
12918	Porites lobata	C15
12919	Porites lobata	C15
12920	Porites lobata	C15
12921	Porites lobata	C15
12922	Porites lobata	C15
12923	Porites lobata	C15
12924	Porites lobata	C15
12925	Porites lobata	C15
12926	Porites lobata	C15
12927	Porites lobata	C15
12928	Porites lobata	C15
12929	Porites lobata	C15
12930	Porites lobata	C15
12931	Porites lobata	C15
12932	Porites lobata	C15
12933	Porites lobata	C15
12934	Porites lobata	C15
12935	Porites lobata	C15
12936	Porites lobata	C15
12937	Porites lobata	C15
12938	Porites lobata	C15
12939	Porites lobata	C15
12940	Porites lobata	C15
12941	Porites lobata	C15
12942	Porites lobata	C15
12943	Porites lobata	C15
12944	Porites lobata	C15
12945	Porites lobata	C15
12946	Porites lobata	C15
12947	Porites lobata	C15
12948	Porites lobata	C15
12949	Porites lobata	C15
12950	Porites lobata	C15
12951	Porites lobata	C15
12952	Porites lobata	C15
12953	Porites lobata	C15
12954	Porites lobata	C15
12955	Porites lobata	C15
12956	Porites lobata	C15
12957	Porites lobata	C15
12958	Porites lobata	C15
12959	Porites lobata	C15
12960	Porites lobata	C15
12961	Porites lobata	C15
12962	Porites lobata	C15
12963	Porites lobata	C15
12964	Porites lobata	C15
12965	Porites lobata	C15
12966	Porites lobata	C15
12967	Porites lobata	C15
12968	Porites lobata	C15
12969	Porites lobata	C15
12970	Porites lobata	C15
12971	Porites lobata	C15
12972	Porites lobata	C15
12973	Porites lobata	C15
12974	Porites lobata	C15
12975	Porites lobata	C15
12976	Porites lobata	C15
12977	Porites lobata	C15
12978	Porites lobata	C15
12979	Porites lobata	C15
12980	Porites lobata	C15
12981	Porites lobata	C15
12982	Porites lobata	C15
12983	Porites lobata	C15
12984	Porites lobata	C15
12985	Porites lobata	C15
12986	Porites lobata	C15
12987	Porites lobata	C15
12988	Porites lobata	C15
12989	Porites lobata	C15
12990	Porites lobata	C15
12991	Porites lobata	C15
12992	Porites lobata	C15
12993	Porites lobata	C15
12994	Porites lobata	C15
12995	Porites lobata	C15
12996	Porites lobata	C15
12997	Porites lobata	C15
12998	Porites lobata	C15
12999	Porites lobata	C15
13000	Porites lobata	C15
13001	Porites lobata	C15
13002	Porites lobata	C15
13003	Porites lobata	C15
13004	Porites lobata	C15
13005	Porites lobata	C15
13006	Porites lobata	C15
13007	Porites lobata	C15
13008	Porites lobata	C15
13009	Porites lobata	C15
13010	Porites lobata	C15
13011	Porites lobata	C15
13012	Porites lobata	C15
13013	Porites lobata	C15
13014	Porites lobata	C15
13015	Porites lobata	C15
13016	Porites lobata	C15
13017	Porites lobata	C15
13018	Porites lobata	C15
13019	Porites lobata	C15
13020	Porites lobata	C15
13021	Porites lobata	C15
13022	Porites lobata	C15
13023	Porites lobata	C15
13024	Porites lobata	C15
13025	Porites lobata	C15
13026	Porites lobata	C15
13027	Porites lobata	C15
13028	Porites lobata	C15
13029	Porites lobata	C15
13030	Porites lobata	C15
13031	Porites lobata	C15
13032	Porites lobata	C15
13033	Porites lobata	C15
13034	Porites lobata	C15
13035	Porites lobata	C15
13036	Porites lobata	C15
13037	Porites lobata	C15
13038	Porites lobata	C15
13039	Porites lobata	C15
13040	Porites lobata	C15
13041	Porites lobata	C15
13042	Porites lobata	C15
13043	Porites lobata	C15
13044	Porites lobata	C15
13045	Porites lobata	C15
13046	Porites lobata	C15
13047	Porites lobata	C15
13048	Porites lobata	C15
13049	Porites lobata	C15
13050	Porites lobata	C15
13051	Porites lobata	C15
13052	Porites lobata	C15
13053	Porites lobata	C15
13054	Porites lobata	C15
13055	Porites lobata	C15
13056	Porites lobata	C15
13057	Porites lobata	C15
13058	Porites lobata	C15
13059	Porites lobata	C15
13060	Porites lobata	C15
13061	Porites lobata	C15
13062	Porites lobata	C15.12
13063	Porites lobata	C15.14
13064	Porites lobata	C15.14
13065	Porites lobata	C15.15
13066	Porites lobata	C15.17
13067	Porites lobata	C15.18
13068	Porites lobata	C15.19
13069	Porites lobata	C15.19
13070	Porites lobata	C15.20
13071	Porites lobata	C15.20
13072	Porites lobata	C15.20
13073	Porites lobata	C15.22
13074	Porites lobata	C15.22
13075	Porites lobata	C15.22
13076	Porites lobata	C15.22
13077	Porites lobata	C15.23
13078	Porites lobata	C15.23
13079	Porites lobata	C15.23
13080	Porites lobata	C15.23
13081	Porites lobata	C15.23
13082	Porites lobata	C15.23
13083	Porites lobata	C15.23
13084	Porites lobata	C15.23
13085	Porites lobata	C15.23
13086	Porites lobata	C15.24
13087	Porites lobata	C15.24
13088	Porites lobata	C15.24
13089	Porites lobata	C15.24
13090	Porites lobata	C15.24
13091	Porites lobata	C15.25
13092	Porites lobata	C15.25
13093	Porites lobata	C15.27
13094	Porites lobata	C15.27
13095	Porites lobata	C15.27
13096	Porites lobata	C15.27
13097	Porites lobata	C15.27
13098	Porites lobata	C15.30
13099	Porites lobata	C15.30
13100	Porites lobata	C15.30
13101	Porites lobata	C15.30
13102	Porites lobata	C15.30
13103	Porites lobata	C15.30
13104	Porites lobata	C15.30
13105	Porites lobata	C15.30
13106	Porites lobata	C15.30
13107	Porites lobata	C15.30
13108	Porites lobata	C15.6
13109	Porites lobata	C15.6
13110	Porites lobata	C15.6
13111	Porites lobata	C15.6
13112	Porites lobata	C15.6
13113	Porites lobata	C15.7
13114	Porites lobata	C15.7
13115	Porites lobata	C15.7
13116	Porites lobata	C15.7
13117	Porites lobata	C15.8
13118	Porites lobata	C15.8
13119	Porites lobata	C15.8
13120	Porites lobata	C15.8
13121	Porites lobata	C15.9
13122	Porites lobata	C15.9
13123	Porites lobata	C15.9
13124	Porites lobata	C15.9
13125	Porites lobata	C15b
13126	Porites lobata	C15b
13127	Porites lobata	C15b
13128	Porites lobata	C15b
13129	Porites lobata	C15b
13130	Porites lobata	C15b
13131	Porites lobata	C15h
13132	Porites lobata	C15h.1
13133	Porites lobata	C15h.1
13134	Porites lobata	C15h.1
13135	Porites lobata	C15i
13136	Porites lobata	C15i.1
13137	Porites lobata	C15i.1
13138	Porites lobata	C15i.1
13139	Porites lobata	C15i.1
13140	Porites lobata	C15i.1
13141	Porites lobata	C15i.1
13142	Porites lobata	C15i.1
13143	Porites lobata	C15i.1
13144	Porites lobata	C15i.1
13145	Porites lobata	C15i.1
13146	Porites lobata	C15i.1
13147	Porites lobata	C17.2
13148	Porites lobata	C1g.1
13149	Porites lobata	C21
13150	Porites lobata	C21
13151	Porites lobata	C22
13152	Porites lobata	C3
13153	Porites lobata	C3
13154	Porites lobata	C3
13155	Porites lobata	C3
13156	Porites lobata	C3
13157	Porites lobata	C3
13158	Porites lobata	C3
13159	Porites lobata	C3
13160	Porites lobata	C3
13161	Porites lobata	C3
13162	Porites lobata	C3
13163	Porites lobata	C3
13164	Porites lobata	C3
13165	Porites lobata	C3
13166	Porites lobata	C3
13167	Porites lobata	C3
13168	Porites lobata	C3
13169	Porites lobata	C3
13170	Porites lobata	C3
13171	Porites lobata	C3
13172	Porites lobata	C3
13173	Porites lobata	C3
13174	Porites lobata	C3
13175	Porites lobata	C3
13176	Porites lobata	C3
13177	Porites lobata	C3
13178	Porites lobata	C3
13179	Porites lobata	C3
13180	Porites lobata	C3
13181	Porites lobata	C3
13182	Porites lobata	C3
13183	Porites lobata	C3
13184	Porites lobata	C3
13185	Porites lobata	C3
13186	Porites lobata	C3
13187	Porites lobata	C3
13188	Porites lobata	C3
13189	Porites lobata	C3
13190	Porites lobata	C3
13191	Porites lobata	C3
13192	Porites lobata	C3
13193	Porites lobata	C3
13194	Porites lobata	C3
13195	Porites lobata	C3
13196	Porites lobata	C3
13197	Porites lobata	C3
13198	Porites lobata	C3
13199	Porites lobata	C3
13200	Porites lobata	C3
13201	Porites lobata	C3
13202	Porites lobata	C3
13203	Porites lobata	C3
13204	Porites lobata	C3
13205	Porites lobata	C3
13206	Porites lobata	C3
13207	Porites lobata	C3
13208	Porites lobata	C3
13209	Porites lobata	C3
13210	Porites lobata	C3
13211	Porites lobata	C3
13212	Porites lobata	C3
13213	Porites lobata	C3
13214	Porites lobata	C3
13215	Porites lobata	C3
13216	Porites lobata	C3
13217	Porites lobata	C3
13218	Porites lobata	C3
13219	Porites lobata	C3
13220	Porites lobata	C3
13221	Porites lobata	C3
13222	Porites lobata	C3
13223	Porites lobata	C3
13224	Porites lobata	C3
13225	Porites lobata	C3
13226	Porites lobata	C3
13227	Porites lobata	C3
13228	Porites lobata	C3
13229	Porites lobata	C31
13230	Porites lobata	C31
13231	Porites lobata	C31
13232	Porites lobata	C31
13233	Porites lobata	C31
13234	Porites lobata	C35.2
13235	Porites lobata	C3-Gulf
13236	Porites lobata	C3-Gulf
13237	Porites lobata	C3-Gulf
13238	Porites lobata	C3-Gulf
13239	Porites lobata	C3-Gulf
13240	Porites lobata	C3-Gulf
13241	Porites lobata	C3-Gulf
13242	Porites lobata	C3-Gulf
13243	Porites lobata	C3-Gulf
13244	Porites lobata	C3-Gulf
13245	Porites lobata	C42
13246	Porites lobata	D1
13247	Porites lobata	D1
13248	Porites lobata	D1
13249	Porites lobata	D1
13250	Porites lobata	D1
13251	Porites lobata	D1
13252	Porites lobata	D1
13253	Porites lobata	D1
13254	Porites lobata	D1
13255	Porites lobata	D1
13256	Porites lobata	D1
13257	Porites lobata	D1
13258	Porites lobata	D1
13259	Porites lobata	D1
13260	Porites lobata	D1-4
13261	Porites lobata	D1-4
13262	Porites lobata	D1-4
13263	Porites lobata	D1-4
13264	Porites lobata	D1-4
13265	Porites lobata	D1-4
13266	Porites lobata	D1-4
13267	Porites lobata	D1-4
13268	Porites lobata	D1-4
13269	Porites lobata	D1-4
13270	Porites lobata	D1-4
13271	Porites lobata	D1-4
13272	Porites lobata	D1-4
13273	Porites lobata	D1-4
13274	Porites lobata	D1-4
13275	Porites lobata	D1-4
13276	Porites lobata	G3.1
13277	Porites lobata	G3.1
13278	Porites lobata	G3.1
13279	Porites lobata	G3.1
13280	Porites lobata	G3.1
13281	Porites lobata	G3.1
13282	Porites lobata	G3.1
13283	Porites lobata	G3.2
13284	Porites lobata	G3.2
13285	Porites lobata	G6
13286	Porites lobata	G6
13287	Porites lobata	G6
13288	Porites lobata	G6
13289	Porites lutea	C1
13290	Porites lutea	C15
13291	Porites lutea	C15
13292	Porites lutea	C15
13293	Porites lutea	C15
13294	Porites lutea	C15
13295	Porites lutea	C15
13296	Porites lutea	C15
13297	Porites lutea	C15
13298	Porites lutea	C15
13299	Porites lutea	C15
13300	Porites lutea	C15
13301	Porites lutea	C15
13302	Porites lutea	C15
13303	Porites lutea	C15
13304	Porites lutea	C15
13305	Porites lutea	C15
13306	Porites lutea	C15
13307	Porites lutea	C15
13308	Porites lutea	C15
13309	Porites lutea	C15
13310	Porites lutea	C15
13311	Porites lutea	C15
13312	Porites lutea	C15
13313	Porites lutea	C15
13314	Porites lutea	C15
13315	Porites lutea	C15
13316	Porites lutea	C15
13317	Porites lutea	C15
13318	Porites lutea	C15
13319	Porites lutea	C15
13320	Porites lutea	C15
13321	Porites lutea	C15
13322	Porites lutea	C15
13323	Porites lutea	C15
13324	Porites lutea	C15
13325	Porites lutea	C15
13326	Porites lutea	C15
13327	Porites lutea	C15
13328	Porites lutea	C15
13329	Porites lutea	C15
13330	Porites lutea	C15
13331	Porites lutea	C15
13332	Porites lutea	C15
13333	Porites lutea	C15
13334	Porites lutea	C15
13335	Porites lutea	C15
13336	Porites lutea	C15
13337	Porites lutea	C15
13338	Porites lutea	C15
13339	Porites lutea	C15
13340	Porites lutea	C15
13341	Porites lutea	C15
13342	Porites lutea	C15
13343	Porites lutea	C15
13344	Porites lutea	C15
13345	Porites lutea	C15
13346	Porites lutea	C15
13347	Porites lutea	C15
13348	Porites lutea	C15
13349	Porites lutea	C15
13350	Porites lutea	C15
13351	Porites lutea	C15
13352	Porites lutea	C15
13353	Porites lutea	C15
13354	Porites lutea	C15
13355	Porites lutea	C15
13356	Porites lutea	C15
13357	Porites lutea	C15
13358	Porites lutea	C15
13359	Porites lutea	C15
13360	Porites lutea	C15
13361	Porites lutea	C15
13362	Porites lutea	C15
13363	Porites lutea	C15
13364	Porites lutea	C15
13365	Porites lutea	C15
13366	Porites lutea	C15
13367	Porites lutea	C15
13368	Porites lutea	C15
13369	Porites lutea	C15
13370	Porites lutea	C15
13371	Porites lutea	C15
13372	Porites lutea	C15
13373	Porites lutea	C15
13374	Porites lutea	C15
13375	Porites lutea	C15
13376	Porites lutea	C15
13377	Porites lutea	C15
13378	Porites lutea	C15
13379	Porites lutea	C15
13380	Porites lutea	C15
13381	Porites lutea	C15
13382	Porites lutea	C15
13383	Porites lutea	C15
13384	Porites lutea	C15
13385	Porites lutea	C15
13386	Porites lutea	C15
13387	Porites lutea	C15
13388	Porites lutea	C15
13389	Porites lutea	C15
13390	Porites lutea	C15
13391	Porites lutea	C15
13392	Porites lutea	C15
13393	Porites lutea	C15
13394	Porites lutea	C15
13395	Porites lutea	C15
13396	Porites lutea	C15
13397	Porites lutea	C15
13398	Porites lutea	C15
13399	Porites lutea	C15
13400	Porites lutea	C15
13401	Porites lutea	C15
13402	Porites lutea	C15
13403	Porites lutea	C15
13404	Porites lutea	C15
13405	Porites lutea	C15
13406	Porites lutea	C15
13407	Porites lutea	C15
13408	Porites lutea	C15
13409	Porites lutea	C15
13410	Porites lutea	C15
13411	Porites lutea	C15
13412	Porites lutea	C15
13413	Porites lutea	C15
13414	Porites lutea	C15
13415	Porites lutea	C15
13416	Porites lutea	C15
13417	Porites lutea	C15
13418	Porites lutea	C15
13419	Porites lutea	C15
13420	Porites lutea	C15
13421	Porites lutea	C15
13422	Porites lutea	C15
13423	Porites lutea	C15
13424	Porites lutea	C15
13425	Porites lutea	C15
13426	Porites lutea	C15
13427	Porites lutea	C15
13428	Porites lutea	C15.10
13429	Porites lutea	C15.11
13430	Porites lutea	C15.15
13431	Porites lutea	C15.15
13432	Porites lutea	C15.16
13433	Porites lutea	C15.17
13434	Porites lutea	C15.17
13435	Porites lutea	C15.18
13436	Porites lutea	C15.18
13437	Porites lutea	C15.30
13438	Porites lutea	C15.30
13439	Porites lutea	C15.30
13440	Porites lutea	C15.30
13441	Porites lutea	C15.30
13442	Porites lutea	C15.6
13443	Porites lutea	C15.7
13444	Porites lutea	C15.8
13445	Porites lutea	C15.9
13446	Porites lutea	C15i
13447	Porites lutea	C3
13448	Porites lutea	C3
13449	Porites lutea	C3
13450	Porites lutea	C3
13451	Porites lutea	C3
13452	Porites lutea	C3
13453	Porites lutea	C3
13454	Porites lutea	C3
13455	Porites lutea	C3
13456	Porites lutea	C3
13457	Porites lutea	C3
13458	Porites lutea	C3
13459	Porites lutea	C3
13460	Porites lutea	C3
13461	Porites lutea	C3
13462	Porites lutea	C3
13463	Porites lutea	C3
13464	Porites lutea	C3
13465	Porites lutea	C3
13466	Porites lutea	C3
13467	Porites lutea	C3
13468	Porites lutea	C3
13469	Porites lutea	C3
13470	Porites lutea	C3
13471	Porites lutea	C3
13472	Porites lutea	C3
13473	Porites lutea	C3
13474	Porites lutea	C3
13475	Porites lutea	C3
13476	Porites lutea	C3
13477	Porites lutea	C3
13478	Porites lutea	C3
13479	Porites lutea	C3
13480	Porites lutea	C3
13481	Porites lutea	C3
13482	Porites lutea	C3
13483	Porites lutea	C3
13484	Porites lutea	C3
13485	Porites lutea	C3
13486	Porites lutea	C3
13487	Porites lutea	C3
13488	Porites lutea	C3
13489	Porites lutea	C3
13490	Porites lutea	C3
13491	Porites lutea	C3
13492	Porites lutea	C3
13493	Porites lutea	C3
13494	Porites lutea	C3
13495	Porites lutea	C3
13496	Porites lutea	C3
13497	Porites lutea	C3
13498	Porites lutea	C3
13499	Porites lutea	C3
13500	Porites lutea	C3
13501	Porites lutea	C3
13502	Porites lutea	C3
13503	Porites lutea	C3
13504	Porites lutea	C3
13505	Porites lutea	C3
13506	Porites lutea	C3
13507	Porites lutea	C3
13508	Porites lutea	C3
13509	Porites lutea	C3
13510	Porites lutea	C3
13511	Porites lutea	C3
13512	Porites lutea	C3
13513	Porites lutea	C3
13514	Porites lutea	C3-Gulf
13515	Porites lutea	C3-Gulf
13516	Porites lutea	C3-Gulf
13517	Porites lutea	C3z
13518	Porites lutea	D1
13519	Porites lutea	D1
13520	Porites lutea	D1
13521	Porites lutea	D1
13522	Porites lutea	D1
13523	Porites lutea	D1
13524	Porites lutea	D1
13525	Porites lutea	D1
13526	Porites lutea	D1-4
13527	Porites lutea	D1-4
13528	Porites lutea	D1-4
13529	Porites lutea	D1-4
13530	Porites lutea	D1-4
13531	Porites lutea	D1-4
13532	Porites lutea	D1-4
13533	Porites lutea	D1-4
13534	Porites mayeri	C15
13535	Porites nigrescens	C15
13536	Porites nigrescens	C15
13537	Porites nigrescens	C15
13538	Porites nigrescens	C15
13539	Porites nigrescens	C15
13540	Porites nigrescens	C15
13541	Porites nigrescens	C15
13542	Porites nigrescens	C15
13543	Porites nigrescens	C15L
13544	Porites panamensis	C1
13545	Porites panamensis	C1
13546	Porites panamensis	C1
13547	Porites panamensis	C1
13548	Porites panamensis	C1
13549	Porites panamensis	C1
13550	Porites panamensis	C1
13551	Porites panamensis	C1
13552	Porites panamensis	C1
13553	Porites panamensis	C1
13554	Porites panamensis	C1
13555	Porites panamensis	C1
13556	Porites panamensis	C1
13557	Porites panamensis	C1
13558	Porites panamensis	C1
13559	Porites panamensis	C1
13560	Porites panamensis	C1
13561	Porites panamensis	C1
13562	Porites panamensis	C66
13563	Porites panamensis	C66
13564	Porites panamensis	C66
13565	Porites panamensis	C66
13566	Porites panamensis	C66
13567	Porites panamensis	C66
13568	Porites panamensis	C66
13569	Porites panamensis	C66
13570	Porites panamensis	C66
13571	Porites panamensis	C66
13572	Porites panamensis	C66a
13573	Porites panamensis	C66a
13574	Porites panamensis	C66a
13575	Porites panamensis	C66a
13576	Porites panamensis	C66a
13577	Porites panamensis	C66a
13578	Porites panamensis	C66a
13579	Porites panamensis	C66a
13580	Porites panamensis	C66a
13581	Porites panamensis	C66a
13582	Porites panamensis	C66a
13583	Porites panamensis	C66a
13584	Porites panamensis	C66a
13585	Porites panamensis	C66b
13586	Porites panamensis	C66b
13587	Porites panamensis	C75
13588	Porites panamensis	C75
13589	Porites porites	A3
13590	Porites porites	A4porites
13591	Porites porites	A4porites
13592	Porites porites	A4porites
13593	Porites porites	C10
13594	Porites porites	C10
13595	Porites porites	C4
13596	Porites porites	C4
13597	Porites porites	C4
13598	Porites porites	C4
13599	Porites porites	C4
13600	Porites porites	C4
13601	Porites porites	C4
13602	Porites porites	C44
13603	Porites porites	C44
13604	Porites porites	C44
13605	Porites porites	C44
13606	Porites porites	C44
13607	Porites porites	C44
13608	Porites porites	C44
13609	Porites porites	C44
13610	Porites porites	C44
13611	Porites porites	C44.N17
13612	Porites porites	C44.N17
13613	Porites porites	C44.N17
13614	Porites porites	C44.N17
13615	Porites porites	C44.N17
13616	Porites porites	C44.N17
13617	Porites porites	C44.N17
13618	Porites porites	C44.N17
13619	Porites porites	C44.N17
13620	Porites porites	C44.N18
13621	Porites porites	C44.N18
13622	Porites porites	C44.N18
13623	Porites porites	C44.N18
13624	Porites porites	C44.N18
13625	Porites porites	C44.N18
13626	Porites porites	C44.N18
13627	Porites porites	C44.N18
13628	Porites porites	C44.N18
13629	Porites porites	C44.N19
13630	Porites porites	C47
13631	Porites porites	C47
13632	Porites porites	C47
13633	Porites porites	C47
13634	Porites porites	C47
13635	Porites porites	C47
13636	Porites porites	C47
13637	Porites porites	C47
13638	Porites porites	C47
13639	Porites porites	C47
13640	Porites porites	C47
13641	Porites porites	C47
13642	Porites porites	C47
13643	Porites porites	C47
13644	Porites porites	C47
13645	Porites porites	C47
13646	Porites porites	C47
13647	Porites porites	C47
13648	Porites porites	C47
13649	Porites porites	C47
13650	Porites porites	C47
13651	Porites porites	C47
13652	Porites porites	C47
13653	Porites porites	C47
13654	Porites porites	C47
13655	Porites porites	C47
13656	Porites porites	C47
13657	Porites porites	C47
13658	Porites porites	C47
13659	Porites porites	C47
13660	Porites porites	C47
13661	Porites porites	C47
13662	Porites porites	C47
13663	Porites porites	C47
13664	Porites porites	C47
13665	Porites porites	C47
13666	Porites porites	C47
13667	Porites porites	C47
13668	Porites porites	C47
13669	Porites porites	C47
13670	Porites porites	C47
13671	Porites porites	C47
13672	Porites porites	C47
13673	Porites porites	C47
13674	Porites porites	C47
13675	Porites porites	C47
13676	Porites porites	C47
13677	Porites porites	C47.N12
13678	Porites porites	C47.N12
13679	Porites porites	C47.N12
13680	Porites porites	C47.N12
13681	Porites porites	C47.N12
13682	Porites porites	C47.N12
13683	Porites porites	C47.N12
13684	Porites porites	C47.N12
13685	Porites porites	C47.N12
13686	Porites porites	C47.N12
13687	Porites porites	C47.N12
13688	Porites porites	C47.N12
13689	Porites porites	C47.N12
13690	Porites porites	C47.N12
13691	Porites porites	C47.N12
13692	Porites porites	C47.N12
13693	Porites porites	C47.N12
13694	Porites porites	C47.N12
13695	Porites porites	C47.N12
13696	Porites porites	C47.N12
13697	Porites porites	C47.N12
13698	Porites porites	C47.N12
13699	Porites porites	C47.N12
13700	Porites porites	C47.N12
13701	Porites porites	C47.N12
13702	Porites porites	C47.N12
13703	Porites porites	C47.N12
13704	Porites porites	C47.N12
13705	Porites porites	C47.N12
13706	Porites porites	C47.N12
13707	Porites porites	C47.N12
13708	Porites porites	C47.N12
13709	Porites porites	C47.N12
13710	Porites porites	C47.N12
13711	Porites porites	C47.N12
13712	Porites porites	C47.N12
13713	Porites porites	C47.N12
13714	Porites porites	C47.N12
13715	Porites porites	C47.N12
13716	Porites porites	C47.N12
13717	Porites porites	C47.N12
13718	Porites porites	C47.N12
13719	Porites porites	C47.N12
13720	Porites porites	C47.N12
13721	Porites porites	C47.N12
13722	Porites porites	C47.N12
13723	Porites porites	C47.N44
13724	Porites porites	C47.U23
13725	Porites porites	C47.U23
13726	Porites porites	C47.U23
13727	Porites porites	C47.U23
13728	Porites porites	C47.U23
13729	Porites porites	C47.U23
13730	Porites porites	C47.U23
13731	Porites porites	C47.U23
13732	Porites porites	C47.U23
13733	Porites porites	C47.U23
13734	Porites porites	C47.U23
13735	Porites porites	C47.U23
13736	Porites porites	C82
13737	Porites porites	C82
13738	Porites porites	C82
13739	Porites porites	C82
13740	Porites porites	C82
13741	Porites porites	C82
13742	Porites porites	C82b
13743	Porites porites	C82b
13744	Porites rus	C105a
13745	Porites rus	C105a
13746	Porites rus	C105a
13747	Porites rus	C105a
13748	Porites rus	C105a
13749	Porites rus	C105a
13750	Porites rus	C15
13751	Porites rus	C15
13752	Porites rus	C15
13753	Porites rus	C15
13754	Porites rus	C15
13755	Porites rus	C15
13756	Porites rus	C15
13757	Porites rus	C15
13758	Porites rus	C15
13759	Porites rus	C15
13760	Porites rus	C15
13761	Porites rus	C15
13762	Porites rus	C15
13763	Porites rus	C15
13764	Porites rus	C15
13765	Porites rus	C15
13766	Porites rus	C15
13767	Porites rus	C15
13768	Porites rus	C15
13769	Porites rus	C15
13770	Porites rus	C15
13771	Porites rus	C15
13772	Porites rus	C15
13773	Porites rus	C15
13774	Porites rus	C15
13775	Porites rus	C15
13776	Porites rus	C15
13777	Porites rus	C15
13778	Porites rus	C15
13779	Porites rus	C15
13780	Porites rus	C15
13781	Porites rus	C15
13782	Porites rus	C15
13783	Porites rus	C15
13784	Porites rus	C15
13785	Porites rus	C15
13786	Porites rus	C15
13787	Porites rus	C15
13788	Porites rus	C15
13789	Porites rus	C15
13790	Porites rus	C15
13791	Porites rus	C15
13792	Porites rus	C15
13793	Porites rus	C15
13794	Porites rus	C15
13795	Porites rus	C15
13796	Porites rus	C15
13797	Porites rus	C15
13798	Porites rus	C15
13799	Porites rus	C15
13800	Porites rus	C15
13801	Porites rus	C15
13802	Porites rus	C15
13803	Porites rus	C15
13804	Porites rus	C15
13805	Porites rus	C15
13806	Porites rus	C15
13807	Porites rus	C15
