Order	Coral_Species	Phylotype
3822	Echinopora lamellosa	C3u
3823	Echinopora lamellosa	C3u
3824	Echinopora lamellosa	C3u
3825	Echinopora lamellosa	C40
3826	Echinopora lamellosa	C40
3827	Echinopora lamellosa	C40
3828	Echinopora lamellosa	C40
3829	Echinopora lamellosa	C40
3830	Echinopora lamellosa	C40
3831	Echinopora lamellosa	C40
3832	Echinopora lamellosa	C40
3833	Echinopora lamellosa	C40
3834	Echinopora lamellosa	C40b
3835	Echinopora mammiformis	C3
3836	Echinopora pacificus	C3
3837	Euphyllia glabrescens	C1b
3838	Euphyllia glabrescens	C1b
3839	Eusmilia fastigiata	B1
3840	Eusmilia fastigiata	B1
3841	Eusmilia fastigiata	B1
3842	Eusmilia fastigiata	B1
3843	Eusmilia fastigiata	B1
3844	Eusmilia fastigiata	B1
3845	Eusmilia fastigiata	B1
3846	Eusmilia fastigiata	B1
3847	Eusmilia fastigiata	B1
3848	Eusmilia fastigiata	B1
3849	Eusmilia fastigiata	B1
3850	Eusmilia fastigiata	B1
3851	Eusmilia fastigiata	B1
3852	Eusmilia fastigiata	B1
3853	Eusmilia fastigiata	B1
3854	Eusmilia fastigiata	B1
3855	Eusmilia fastigiata	B1
3856	Eusmilia fastigiata	B1
3857	Eusmilia fastigiata	B1
3858	Eusmilia fastigiata	B1
3859	Eusmilia fastigiata	B1
3860	Eusmilia fastigiata	B1
3861	Eusmilia fastigiata	B1
3862	Eusmilia fastigiata	B1
3863	Eusmilia fastigiata	B1
3864	Eusmilia fastigiata	B1
3865	Eusmilia fastigiata	B1
3866	Eusmilia fastigiata	B1
3867	Eusmilia fastigiata	B1
3868	Eusmilia fastigiata	B1
3869	Eusmilia fastigiata	B1
3870	Eusmilia fastigiata	B1
3871	Eusmilia fastigiata	B1
3872	Eusmilia fastigiata	B1
3873	Eusmilia fastigiata	B1
3874	Eusmilia fastigiata	B1
3875	Eusmilia fastigiata	B1
3876	Eusmilia fastigiata	B1
3877	Eusmilia fastigiata	B1
3878	Eusmilia fastigiata	B1
3879	Eusmilia fastigiata	B1
3880	Eusmilia fastigiata	B1
3881	Eusmilia fastigiata	B1
3882	Eusmilia fastigiata	B1
3883	Eusmilia fastigiata	B1
3884	Eusmilia fastigiata	B1
3885	Eusmilia fastigiata	B1
3886	Eusmilia fastigiata	B1
3887	Eusmilia fastigiata	B1
3888	Eusmilia fastigiata	B1
3889	Eusmilia fastigiata	B1
3890	Eusmilia fastigiata	B1
3891	Eusmilia fastigiata	B1
3892	Eusmilia fastigiata	B1
3893	Eusmilia fastigiata	B1
3894	Eusmilia fastigiata	B1
3895	Eusmilia fastigiata	B1
3896	Eusmilia fastigiata	B1
3897	Eusmilia fastigiata	B1
3898	Eusmilia fastigiata	B1
3899	Eusmilia fastigiata	B1
3900	Eusmilia fastigiata	B1
3901	Eusmilia fastigiata	B1
3902	Eusmilia fastigiata	B1e
3903	Eusmilia fastigiata	C1
3904	Favia fragum	A4
3905	Favia fragum	B1
3906	Favia fragum	B1
3907	Favia fragum	B1
3908	Favia fragum	B1
3909	Favia fragum	B1
3910	Favia fragum	B1
3911	Favia fragum	B1
3912	Favia fragum	B1
3913	Favia fragum	B1
3914	Favia fragum	B1
3915	Favia fragum	C1
3916	Favia fragum	C3
3917	Favia fragum	C81
3918	Favia fragum	C81
3919	Favites abdita	C1
3920	Favites abdita	C1
3921	Favites abdita	C1
3922	Favites abdita	C1
3923	Favites abdita	C1
3924	Favites abdita	C1
3925	Favites abdita	C1
3926	Favites abdita	C1
3927	Favites abdita	C1
3928	Favites abdita	C1
3929	Favites abdita	C1
3930	Favites abdita	C1
3931	Favites abdita	C1
3932	Favites abdita	C1
3933	Favites abdita	C1
3934	Favites abdita	C1
3935	Favites abdita	C1
3936	Favites abdita	C1
3937	Favites abdita	C1
3938	Favites abdita	C1
3939	Favites abdita	C1
3940	Favites abdita	C1
3941	Favites abdita	C1
3942	Favites abdita	C1
3943	Favites abdita	C101
3944	Favites abdita	C101
3945	Favites abdita	C129
3946	Favites abdita	C129
3947	Favites abdita	C21
3948	Favites abdita	C21
3949	Favites abdita	C21
3950	Favites abdita	C3
3951	Favites abdita	C3
3952	Favites abdita	C3
3953	Favites abdita	C3
3954	Favites abdita	C3
3955	Favites abdita	C3
3956	Favites abdita	C3
3957	Favites abdita	C3
3958	Favites abdita	C3
3959	Favites abdita	C3
3960	Favites abdita	C3
3961	Favites abdita	C3
3962	Favites abdita	C3
3963	Favites abdita	C3
3964	Favites abdita	C3
3965	Favites abdita	C3
3966	Favites abdita	C3
3967	Favites abdita	C3
3968	Favites abdita	C3
3969	Favites abdita	C3
3970	Favites abdita	C3
3971	Favites abdita	C3
3972	Favites abdita	C3
3973	Favites abdita	C3
3974	Favites abdita	C3
3975	Favites abdita	C3h
3976	Favites abdita	C3u
3977	Favites abdita	C3u
3978	Favites abdita	C3u
3979	Favites abdita	C3u
3980	Favites abdita	C3z
3981	Favites abdita	C3z
3982	Favites abdita	D1-4
3983	Favites abdita	D1-4
3984	Favites abdita	D1-4
3985	Favites abdita	D1-4
3986	Favites abdita	D1-4
3987	Favites abdita	D1-4
3988	Favites abdita	D1-4
3989	Favites abdita	D1-4
3990	Favites abdita	D1-4
3991	Favites abdita	D1-4
3992	Favites abdita	D1-4
3993	Favites abdita	D1-4-10
3994	Favites chinensis	C3u
3995	Favites complanata	C1
3996	Favites complanata	C3
3997	Favites complanata	C3
3998	Favites flexuosa	C1
3999	Favites flexuosa	C1
4000	Favites halicora	C101
4001	Favites halicora	C116
4002	Favites halicora	C21
4003	Favites halicora	C21a
4004	Favites halicora	C3u
4005	Favites halicora	C3u
4006	Favites pentagona	C21a
4007	Favites pentagona	C21a
4008	Favites pentagona	C3u
4009	Favites pentagona	C3u
4010	Favites pentagona	C3u
4011	Favites pentagona	C3u
4012	Favites pentagona	C3u
4013	Favites pentagona	C3z
4014	Favites pentagona	C3z
4015	Favites pentagona	D1
4016	Favites pentagona	D1-4
4017	Favites russelli	C1
4018	Favites valenciennesi	C3
4019	Favites valenciennesi	C3u
4020	Favites valenciennesi	C3u
4021	Favites valenciennesi	C3u
4022	Favites valenciennesi	D1-4
4023	Favites valenciennesi	D1-4-10
4024	Favites valenciennesi	G1
4025	Fungia fungites	C1
4026	Fungia fungites	C1
4027	Fungia fungites	C1
4028	Fungia fungites	C1
4029	Fungia fungites	C115a
4030	Fungia fungites	C115a
4031	Fungia fungites	C115a
4032	Fungia fungites	C115a
4033	Fungia fungites	C115a
4034	Fungia fungites	C115a
4035	Fungia fungites	C15
4036	Fungia fungites	C1g
4037	Fungia fungites	C21
4038	Fungia fungites	C21
4039	Fungia fungites	C3h
4040	Fungia fungites	C3h
4041	Fungia fungites	C3u
4042	Fungia fungites	C3u
4043	Fungia fungites	C3u
4044	Fungia fungites	C3u
4045	Fungia fungites	C3u
4046	Fungia fungites	C3u
4047	Fungia fungites	C3u
4048	Fungia fungites	C3u
4049	Fungia fungites	D1-4
4050	Galaxea acrhelia	C21
4051	Galaxea astreata	C1
4052	Galaxea astreata	C1
4053	Galaxea astreata	C1
4054	Galaxea astreata	C1
4055	Galaxea astreata	C1
4056	Galaxea astreata	C1
4057	Galaxea astreata	C1
4058	Galaxea astreata	C1
4059	Galaxea astreata	C1b
4060	Galaxea astreata	C3
4061	Galaxea astreata	C3
4062	Galaxea astreata	C3
4063	Galaxea astreata	C3u
4064	Galaxea astreata	C3u
4065	Galaxea astreata	C3u
4066	Galaxea astreata	C3u
4067	Galaxea astreata	C3u
4068	Galaxea astreata	D1-4
4069	Galaxea fascicularis	C1
4070	Galaxea fascicularis	C1
4071	Galaxea fascicularis	C1
4072	Galaxea fascicularis	C1
4073	Galaxea fascicularis	C1
4074	Galaxea fascicularis	C1
4075	Galaxea fascicularis	C1
4076	Galaxea fascicularis	C1
4077	Galaxea fascicularis	C1
4078	Galaxea fascicularis	C1
4079	Galaxea fascicularis	C1
4080	Galaxea fascicularis	C1
4081	Galaxea fascicularis	C1
4082	Galaxea fascicularis	C1
4083	Galaxea fascicularis	C1
4084	Galaxea fascicularis	C1
4085	Galaxea fascicularis	C1
4086	Galaxea fascicularis	C1
4087	Galaxea fascicularis	C1
4088	Galaxea fascicularis	C1
4089	Galaxea fascicularis	C1
4090	Galaxea fascicularis	C1
4091	Galaxea fascicularis	C1
4092	Galaxea fascicularis	C1
4093	Galaxea fascicularis	C1
4094	Galaxea fascicularis	C1
4095	Galaxea fascicularis	C1
4096	Galaxea fascicularis	C1
4097	Galaxea fascicularis	C1
4098	Galaxea fascicularis	C1
4099	Galaxea fascicularis	C1
4100	Galaxea fascicularis	C1
4101	Galaxea fascicularis	C1
4102	Galaxea fascicularis	C1
4103	Galaxea fascicularis	C1
4104	Galaxea fascicularis	C1
4105	Galaxea fascicularis	C1
4106	Galaxea fascicularis	C1
4107	Galaxea fascicularis	C1
4108	Galaxea fascicularis	C1
4109	Galaxea fascicularis	C1
4110	Galaxea fascicularis	C1
4111	Galaxea fascicularis	C1
4112	Galaxea fascicularis	C1
4113	Galaxea fascicularis	C1
4114	Galaxea fascicularis	C1
4115	Galaxea fascicularis	C1
4116	Galaxea fascicularis	C1
4117	Galaxea fascicularis	C1
4118	Galaxea fascicularis	C1
4119	Galaxea fascicularis	C1
4120	Galaxea fascicularis	C1
4121	Galaxea fascicularis	C1
4122	Galaxea fascicularis	C1
4123	Galaxea fascicularis	C1
4124	Galaxea fascicularis	C1
4125	Galaxea fascicularis	C1
4126	Galaxea fascicularis	C1
4127	Galaxea fascicularis	C1
4128	Galaxea fascicularis	C1
4129	Galaxea fascicularis	C1
4130	Galaxea fascicularis	C1
4131	Galaxea fascicularis	C21a
4132	Galaxea fascicularis	C21a
4133	Galaxea fascicularis	C21a
4134	Galaxea fascicularis	C21a
4135	Galaxea fascicularis	C21a
4136	Galaxea fascicularis	C21a
4137	Galaxea fascicularis	C21a
4138	Galaxea fascicularis	C21a
4139	Galaxea fascicularis	C21a
4140	Galaxea fascicularis	C21a
4141	Galaxea fascicularis	C21a
4142	Galaxea fascicularis	C21a
4143	Galaxea fascicularis	C21a
4144	Galaxea fascicularis	C21a
4145	Galaxea fascicularis	C21a
4146	Galaxea fascicularis	C21a
4147	Galaxea fascicularis	C21a
4148	Galaxea fascicularis	C21a
4149	Galaxea fascicularis	C21a
4150	Galaxea fascicularis	C21a
4151	Galaxea fascicularis	C21a
4152	Galaxea fascicularis	C21a
4153	Galaxea fascicularis	C21a
4154	Galaxea fascicularis	C21a
4155	Galaxea fascicularis	C21a
4156	Galaxea fascicularis	C21a
4157	Galaxea fascicularis	C21a
4158	Galaxea fascicularis	C21a
4159	Galaxea fascicularis	C21a
4160	Galaxea fascicularis	C21a
4161	Galaxea fascicularis	C21a
4162	Galaxea fascicularis	C21a
4163	Galaxea fascicularis	C21a
4164	Galaxea fascicularis	C21a
4165	Galaxea fascicularis	C21a
4166	Galaxea fascicularis	C21a
4167	Galaxea fascicularis	C21a
4168	Galaxea fascicularis	C21a
4169	Galaxea fascicularis	C21a
4170	Galaxea fascicularis	C21a
4171	Galaxea fascicularis	C3
4172	Galaxea fascicularis	C3
4173	Galaxea fascicularis	C3
4174	Galaxea fascicularis	C3u
4175	Galaxea fascicularis	C3u
4176	Galaxea fascicularis	C3u
4177	Galaxea fascicularis	C3u
4178	Galaxea fascicularis	C3u
4179	Galaxea fascicularis	C3u
4180	Galaxea fascicularis	C3u
4181	Galaxea fascicularis	C3u
4182	Galaxea fascicularis	C3u
4183	Galaxea fascicularis	C3u
4184	Galaxea fascicularis	C3u
4185	Galaxea fascicularis	C3u
4186	Galaxea fascicularis	C3u
4187	Galaxea fascicularis	C3u
4188	Galaxea fascicularis	C3u
4189	Galaxea fascicularis	C3u
4190	Galaxea fascicularis	C3u
4191	Galaxea fascicularis	C3u
4192	Galaxea fascicularis	C3u
4193	Galaxea fascicularis	C3u
4194	Galaxea fascicularis	C3u
4195	Galaxea fascicularis	C3u
4196	Galaxea fascicularis	C3u
4197	Galaxea fascicularis	C3u
4198	Galaxea fascicularis	C3u
4199	Galaxea fascicularis	C3u
4200	Galaxea fascicularis	C3u
4201	Galaxea fascicularis	C3u
4202	Galaxea fascicularis	C3u
4203	Galaxea fascicularis	C3u
4204	Galaxea fascicularis	C3u
4205	Galaxea fascicularis	C3u
4206	Galaxea fascicularis	C3u
4207	Galaxea fascicularis	C3u
4208	Galaxea fascicularis	C3u
4209	Galaxea fascicularis	C3u
4210	Galaxea fascicularis	C3u
4211	Galaxea fascicularis	C3u
4212	Galaxea fascicularis	C3u
4213	Galaxea fascicularis	C3u
4214	Galaxea fascicularis	C3u
4215	Galaxea fascicularis	C3u
4216	Galaxea fascicularis	C3u
4217	Galaxea fascicularis	C3u
4218	Galaxea fascicularis	C3u
4219	Galaxea fascicularis	C3u
4220	Galaxea fascicularis	C3u
4221	Galaxea fascicularis	C3u
4222	Galaxea fascicularis	C3u
4223	Galaxea fascicularis	C3u
4224	Galaxea fascicularis	C3u
4225	Galaxea fascicularis	C3u
4226	Galaxea fascicularis	C3u
4227	Galaxea fascicularis	C3u
4228	Galaxea fascicularis	C3u
4229	Galaxea fascicularis	C3u
4230	Galaxea fascicularis	C3u
4231	Galaxea fascicularis	C3u
4232	Galaxea fascicularis	C3u
4233	Galaxea fascicularis	C3u
4234	Galaxea fascicularis	C3u
4235	Galaxea fascicularis	C3u
4236	Galaxea fascicularis	C3u
4237	Galaxea fascicularis	C3u
4238	Galaxea fascicularis	C3u
4239	Galaxea fascicularis	C3u
4240	Galaxea fascicularis	C3u
4241	Galaxea fascicularis	C3u
4242	Galaxea fascicularis	C3u
4243	Galaxea fascicularis	C3u
4244	Galaxea fascicularis	C3u
4245	Galaxea fascicularis	C3u
4246	Galaxea fascicularis	C3u
4247	Galaxea fascicularis	C3u
4248	Galaxea fascicularis	C3u
4249	Galaxea fascicularis	C3u
4250	Galaxea fascicularis	C3u
4251	Galaxea fascicularis	C3u
4252	Galaxea fascicularis	C3u
4253	Galaxea fascicularis	C3u
4254	Galaxea fascicularis	C3u
4255	Galaxea fascicularis	C3u
4256	Galaxea fascicularis	C3u
4257	Galaxea fascicularis	C3u
4258	Galaxea fascicularis	C3u
4259	Galaxea fascicularis	C3u
4260	Galaxea fascicularis	C3u
4261	Galaxea fascicularis	C3u
4262	Galaxea fascicularis	C3z
4263	Galaxea fascicularis	C3z
4264	Galaxea fascicularis	C3z
4265	Galaxea fascicularis	C3z
4266	Galaxea fascicularis	C40
4267	Galaxea fascicularis	C40
4268	Galaxea fascicularis	C40
4269	Galaxea fascicularis	C40
4270	Galaxea fascicularis	C40
4271	Galaxea fascicularis	D1
4272	Galaxea fascicularis	D1
4273	Galaxea fascicularis	D1
4274	Galaxea fascicularis	D1-4
4275	Galaxea fascicularis	D1-4
4276	Galaxea fascicularis	D1-4
4277	Galaxea fascicularis	D1-4
4278	Galaxea fascicularis	D1-4
4279	Galaxea fascicularis	D1-4
4280	Galaxea fascicularis	D1-4
4281	Galaxea fascicularis	D1-4
4282	Galaxea fascicularis	D1-4
4283	Galaxea fascicularis	D1-4
4284	Galaxea fascicularis	D1-4
4285	Galaxea fascicularis	D1-4
4286	Galaxea fascicularis	D1-4
4287	Galaxea fascicularis	D1-4
4288	Galaxea fascicularis	D1-4
4289	Galaxea fascicularis	D1-4
4290	Galaxea fascicularis	D1-4
4291	Galaxea fascicularis	D1-4
4292	Galaxea fascicularis	D1-4
4293	Galaxea fascicularis	D1-4
4294	Galaxea fascicularis	D1-4
4295	Galaxea fascicularis	D1-4
4296	Galaxea fascicularis	D1-4
4297	Galaxea fascicularis	D1-4
4298	Galaxea fascicularis	D1-4
4299	Galaxea fascicularis	D1-4
4300	Galaxea fascicularis	D1-4
4301	Galaxea fascicularis	D1-4
4302	Galaxea fascicularis	D1-4
4303	Galaxea fascicularis	D1-4
4304	Galaxea fascicularis	D1-4
4305	Galaxea fascicularis	D1-4
4306	Galaxea fascicularis	D1-4
4307	Galaxea fascicularis	D1-4
4308	Galaxea fascicularis	D1-4
4309	Galaxea fascicularis	D1-4
4310	Galaxea fascicularis	D1-4
4311	Galaxea fascicularis	D1-4
4312	Galaxea fascicularis	D1-4
4313	Galaxea fascicularis	D1-4
4314	Galaxea fascicularis	D1-4
4315	Galaxea fascicularis	D1-4
4316	Galaxea fascicularis	D1-4
4317	Galaxea fascicularis	D1-4
4318	Galaxea fascicularis	D1-4
4319	Galaxea fascicularis	D1-4
4320	Galaxea fascicularis	D1-4
4321	Galaxea fascicularis	D1-4
4322	Galaxea fascicularis	D1-4
4323	Galaxea fascicularis	D1-4
4324	Galaxea fascicularis	D1-4
4325	Galaxea fascicularis	D1-4
4326	Galaxea fascicularis	D1-4
4327	Galaxea fascicularis	D1-4
4328	Galaxea fascicularis	D1-4
4329	Galaxea horresens 	D1-4
4330	Gardineroseris planulata	C1
4331	Gardineroseris planulata	C1
4332	Gardineroseris planulata	C1
4333	Gardineroseris planulata	C1.6
4334	Gardineroseris planulata	C1.6
4335	Gardineroseris planulata	C1.6
4336	Gardineroseris planulata	C109a
4337	Gardineroseris planulata	C1b
4338	Gardineroseris planulata	C1b
4339	Gardineroseris planulata	C21
4340	Gardineroseris planulata	C21.17
4341	Gardineroseris planulata	C3
4342	Gardineroseris planulata	C3
4343	Gardineroseris planulata	C3
4344	Gardineroseris planulata	C3
4345	Gardineroseris planulata	C3
4346	Gardineroseris planulata	C3.17
4347	Gardineroseris planulata	C3h-a
4348	Gardineroseris planulata	C3u
4349	Gardineroseris planulata	C3u
4350	Gardineroseris planulata	C3u
4351	Gardineroseris planulata	C3u
4352	Gardineroseris planulata	C45
4353	Gardineroseris planulata	C45
4354	Gardineroseris planulata	C45
4355	Gardineroseris planulata	D1-4
4356	Gardineroseris planulata	D1-4
4357	Goniastrea australensis	C1
4358	Goniastrea australensis	C1
4359	Goniastrea australensis	C1
4360	Goniastrea australensis	C1
4361	Goniastrea australensis	C1gg
4362	Goniastrea australensis	C1gg
4363	Goniastrea australensis	C1gg
4364	Goniastrea australensis	C1gg
4365	Goniastrea australensis	C1gg
4366	Goniastrea australensis	C1gg
4367	Goniastrea australensis	C1gg
4368	Goniastrea australensis	C1gg
4369	Goniastrea australensis	C1gg
4370	Goniastrea australensis	C1gg
4371	Goniastrea australensis	C1gg
4372	Goniastrea australensis	C1gg
4373	Goniastrea australensis	C1gg
4374	Goniastrea australensis	C1gg
4375	Goniastrea australensis	C1gg
4376	Goniastrea australensis	C1gg
4377	Goniastrea australensis	C1ii
4378	Goniastrea australensis	C1ii
4379	Goniastrea australensis	C1ii
4380	Goniastrea australensis	C1ii
4381	Goniastrea australensis	C3
4382	Goniastrea australensis	D1-4
4383	Goniastrea edwardsi	C3
4384	Goniastrea edwardsi	C3
4385	Goniastrea edwardsi	C3u
4386	Goniastrea edwardsi	C3z
4387	Goniastrea edwardsi	C3z
4388	Goniastrea favulus	C108
4389	Goniastrea favulus	C108
4390	Goniastrea favulus	C108
4391	Goniastrea favulus	C108
4392	Goniastrea favulus	C1c
4393	Goniastrea favulus	C1c
4394	Goniastrea favulus	C1c
4395	Goniastrea favulus	C1c
4396	Goniastrea favulus	C1c
4397	Goniastrea favulus	C1c
4398	Goniastrea favulus	C21
4399	Goniastrea favulus	C21
4400	Goniastrea favulus	C21
4401	Goniastrea favulus	C3
4402	Goniastrea favulus	C3
4403	Goniastrea favulus	C3
4404	Goniastrea favulus	C3
4405	Goniastrea favulus	C3
4406	Goniastrea favulus	C3
4407	Goniastrea favulus	C3
4408	Goniastrea favulus	C3
4409	Goniastrea favulus	C3
4410	Goniastrea favulus	C3
4411	Goniastrea favulus	C3
4412	Goniastrea favulus	C3
4413	Goniastrea favulus	C3
4414	Goniastrea favulus	C3
4415	Goniastrea favulus	C3
4416	Goniastrea favulus	C3u
4417	Goniastrea favulus	C3w
4418	Goniastrea favulus	C3w
4419	Goniastrea favulus	C3w
4420	Goniastrea favulus	C3w
4421	Goniastrea favulus	C3w
4422	Goniastrea favulus	C3w
4423	Goniastrea favulus	C3w
4424	Goniastrea favulus	C3w
4425	Goniastrea favulus	C3w
4426	Goniastrea favulus	C3w
4427	Goniastrea favulus	C3w
4428	Goniastrea favulus	C3z
4429	Goniastrea favulus	D1-4
4430	Goniastrea favulus	D1-4-10
4431	Goniastrea pectinata	C1
4432	Goniastrea pectinata	C3
4433	Goniastrea pectinata	C3h
4434	Goniastrea pectinata	C3h
4435	Goniastrea pectinata	C3u
4436	Goniastrea pectinata	C3u
4437	Goniastrea pectinata	C3u
4438	Goniastrea pectinata	C3u
4439	Goniastrea pectinata	D1-4
4440	Goniastrea pectinata	D1-4
4441	Goniastrea pectinata	D1-4
4442	Goniastrea retiformis	C1
4443	Goniastrea retiformis	C101
4444	Goniastrea retiformis	C115
4445	Goniastrea retiformis	C115a
4446	Goniastrea retiformis	C115a
4447	Goniastrea retiformis	C3
4448	Goniastrea retiformis	C3
4449	Goniastrea retiformis	C3u
4450	Goniastrea retiformis	C3u
4451	Goniastrea retiformis	C3u
4452	Goniastrea retiformis	C3u
4453	Goniastrea retiformis	C3u
4454	Goniastrea retiformis	C3z
4455	Goniastrea retiformis	C3z
4456	Goniastrea retiformis	C3z
4457	Goniastrea retiformis	C3z
4458	Goniastrea retiformis	C3z
4459	Goniastrea retiformis	C3z
4460	Goniastrea retiformis	C3z
4461	Goniastrea retiformis	C3z
4462	Goniastrea retiformis	C3z
4463	Goniastrea retiformis	C3z
4464	Goniastrea retiformis	C3z
4465	Goniastrea retiformis	D1-4
4466	Goniastrea retiformis	D1-4
4467	Goniastrea retiformis	D1-4
4468	Goniastrea retiformis	D1-4
4469	Goniastrea retiformis	D1-4
4470	Goniastrea retiformis	D1-4
4471	Goniastrea retiformis	D1-4
4472	Goniastrea retiformis	D1-4
4473	Goniastrea retiformis	D1-4
4474	Goniastrea stelligera	C101
4475	Goniastrea stelligera	C101
4476	Goniastrea stelligera	C1g
4477	Goniastrea stelligera	C1g
4478	Goniastrea stelligera	C3
4479	Goniastrea stelligera	C3
4480	Goniastrea stelligera	C3
4481	Goniastrea stelligera	C3
4482	Goniastrea stelligera	C3
4483	Goniastrea stelligera	C3
4484	Goniastrea stelligera	C3
4485	Goniastrea stelligera	C3
4486	Goniastrea stelligera	C3
4487	Goniastrea stelligera	C3
4488	Goniastrea stelligera	C3
4489	Goniastrea stelligera	C3
4490	Goniastrea stelligera	C3
4491	Goniastrea stelligera	C3
4492	Goniastrea stelligera	C3
4493	Goniastrea stelligera	C3z
4494	Goniastrea stelligera	C3z
4495	Goniastrea stelligera	C3z
4496	Goniastrea stelligera	C3z
4497	Goniastrea stelligera	C3z
4498	Goniastrea stelligera	C3z
4499	Goniastrea stelligera	C3z
4500	Goniastrea stelligera	C3z
4501	Goniastrea stelligera	C3z
4502	Goniastrea stelligera	C3z
4503	Goniastrea stelligera	D1
4504	Goniastrea stelligera	D1
4505	Goniastrea stelligera	D1-4
4506	Goniopora columna	C1
4507	Goniopora columna	C1
4508	Goniopora columna	C1
4509	Goniopora columna	C1
4510	Goniopora columna	C1
4511	Goniopora columna	C1
4512	Goniopora columna	C1
4513	Goniopora columna	C1
4514	Goniopora columna	C1b-s
4515	Goniopora columna	C1b-s
4516	Goniopora columna	D1-4
4517	Goniopora columna	D1-4
4518	Goniopora djiboutiensis	C1
4519	Goniopora djiboutiensis	D1-4
4520	Goniopora lobata	C1
4521	Goniopora pedunculata	C1
4522	Goniopora stokesi	C1g
4523	Goniopora stokesi	C2
4524	Goniopora stokesi	C2
4525	Goniopora stokesi	D1-4
4526	Goniopora tenuidens	C1
4527	Goniopora tenuidens	C1
4528	Goniopora tenuidens	C1
4529	Heliofungia actiniformis 	C3h
4530	Herpolitha limax	C1
4531	Herpolitha limax	C1
4532	Herpolitha limax	C1
4533	Herpolitha limax	C1
4534	Herpolitha limax	C1
4535	Herpolitha limax	C1
4536	Herpolitha limax	C1
4537	Herpolitha limax	C1.10
4538	Herpolitha limax	C1.11
4539	Herpolitha limax	C1.12
4540	Herpolitha limax	C1.12
4541	Herpolitha limax	C1.13
4542	Herpolitha limax	C1.16
4543	Herpolitha limax	C1.19
4544	Herpolitha limax	C1.20
4545	Herpolitha limax	C1.20
4546	Herpolitha limax	C1.20
4547	Herpolitha limax	C1.20
4548	Herpolitha limax	C1.22
4549	Herpolitha limax	C1.22
4550	Herpolitha limax	C1b
4551	Herpolitha limax	C1b.1
4552	Herpolitha limax	C3
4553	Herpolitha limax	C3u
4554	Herpolitha limax	C3u
4555	Herpolitha limax	C3u
4556	Herpolitha limax	C3u
4557	Herpolitha limax	C3u
4558	Herpolitha limax	D1-4
4559	Herpolitha limax	D1-4
4560	Hydnophora exesa	C1
4561	Hydnophora exesa	C1
4562	Hydnophora exesa	C1
4563	Hydnophora exesa	C115a
4564	Hydnophora exesa	C15
4565	Hydnophora exesa	C21a
4566	Hydnophora exesa	C21a
4567	Hydnophora exesa	C21a
4568	Hydnophora exesa	C21a
4569	Hydnophora exesa	C21a
4570	Hydnophora exesa	C27
4571	Hydnophora exesa	C3
4572	Hydnophora exesa	C3
4573	Hydnophora exesa	C3h
4574	Hydnophora exesa	C3h
4575	Hydnophora exesa	C3h
4576	Hydnophora exesa	C3u
4577	Hydnophora exesa	C3u
4578	Hydnophora exesa	C3u
4579	Hydnophora exesa	C3u
4580	Hydnophora exesa	C3u
4581	Hydnophora exesa	C3u
4582	Hydnophora exesa	C3u
4583	Hydnophora exesa	C3u
4584	Hydnophora exesa	C3u
4585	Hydnophora exesa	C3z
4586	Hydnophora exesa	C3z
4587	Hydnophora exesa	C3z
4588	Hydnophora exesa	C3z
4589	Hydnophora exesa	D1-4
4590	Hydnophora exesa	D1-4
4591	Hydnophora exesa	D1-4
4592	Hydnophora exesa	D1-4
4593	Hydnophora exesa	D1-4
4594	Hydnophora microconos	C115a
4595	Hydnophora microconos	C115a
4596	Hydnophora microconos	C115a
4597	Hydnophora microconos	C115a
4598	Hydnophora microconos	C115a
4599	Hydnophora microconos	C115a
4600	Hydnophora microconos	C3
4601	Hydnophora microconos	C3u
4602	Hydnophora microconos	C3u
4603	Hydnophora microconos	C3u
4604	Hydnophora microconos	C3u
4605	Hydnophora microconos	C3u
4606	Hydnophora microconos	C3u
4607	Hydnophora microconos	C3u
4608	Hydnophora microconos	C3u
4609	Hydnophora microconos	C3u
4610	Hydnophora microconos	C3u
4611	Hydnophora microconos	C3u
4612	Hydnophora microconos	C3u
4613	Hydnophora microconos	C3u
4614	Hydnophora microconos	C3u
4615	Hydnophora microconos	C3u
4616	Hydnophora microconos	C3z
4617	Hydnophora microconos	C3z
4618	Hydnophora microconos	C3z
4619	Hydnophora microconos	C3z
4620	Hydnophora microconos	C3z
4621	Hydnophora microconos	C3z
4622	Hydnophora microconos	C3z
4623	Hydnophora microconos	C3z
4624	Hydnophora microconos	C3z
4625	Hydnophora microconos	C3z
4626	Hydnophora microconos	C3z
4627	Hydnophora microconos	D1-4
4628	Hydnophora microconos	D1-4
4629	Hydnophora microconos	D1-4
4630	Hydnophora microconos	D1-4
4631	Hydnophora microconos	D1-4
4632	Hydnophora microconos	D1-4
4633	Hydnophora rigida	C1
4634	Hydnophora rigida	C21a
4635	Hydnophora rigida	C21a
4636	Hydnophora rigida	C3u
4637	Hydnophora rigida	C3u
4638	Hydnophora rigida	C3u
4639	Hydnophora rigida	C3u
4640	Hydnophora rigida	C3u
4641	Hydnophora rigida	C40
4642	Hydnophora rigida	C40
4643	Isophyllia rigida	B1
4644	Isophyllia rigida	B1
4645	Isophyllia rigida	C3
4646	Isophyllia rigida	C3
4647	Isophyllia sinuosa	B1
4648	Isophyllia sinuosa	B1
4649	Isophyllia sinuosa	B1
